"","State","Type","County","Violent crime","Murder and nonnegligent manslaughter","Rape","Robbery","Aggravated assault","Property crime","Burglary","Larceny-theft","Motor vehicle theft","Arson","year"
"293","IDAHO","Metropolitan","Bonneville",109,1,15,3,90,607,157,409,41,5,2019
"294","IDAHO","Metropolitan","Butte",7,0,0,0,7,1,0,1,0,0,2019
"295","IDAHO","Metropolitan","Canyon",117,1,28,3,85,430,139,200,91,3,2019
"296","IDAHO","Metropolitan","Franklin",8,1,0,0,7,34,20,14,0,0,2019
"297","IDAHO","Metropolitan","Gem",22,1,3,0,18,64,25,32,7,0,2019
"298","IDAHO","Metropolitan","Jefferson",19,0,2,0,17,68,12,50,6,0,2019
"299","IDAHO","Metropolitan","Jerome",13,0,2,0,11,95,32,52,11,0,2019
"300","IDAHO","Metropolitan","Kootenai",149,1,15,4,129,707,175,490,42,3,2019
"301","IDAHO","Metropolitan","Nez Perce",8,0,4,0,4,83,11,67,5,0,2019
"302","IDAHO","Metropolitan","Owyhee",30,0,6,0,24,60,14,39,7,0,2019
"303","IDAHO","Metropolitan","Power",10,0,5,0,5,29,5,21,3,0,2019
"304","IDAHO","Metropolitan","Twin Falls",42,0,9,0,33,136,60,62,14,2,2019
"305","IDAHO","Nonmetropolitan","Adams",10,0,0,0,10,43,6,37,0,0,2019
"306","IDAHO","Nonmetropolitan","Benewah",25,1,1,1,22,36,7,22,7,1,2019
"307","IDAHO","Nonmetropolitan","Bingham",27,1,4,1,21,154,44,95,15,0,2019
"308","IDAHO","Nonmetropolitan","Blaine",5,0,2,0,3,18,7,10,1,0,2019
"309","IDAHO","Nonmetropolitan","Bonner",26,0,1,0,25,342,111,190,41,2,2019
"310","IDAHO","Nonmetropolitan","Camas",3,0,0,0,3,8,2,6,0,0,2019
"311","IDAHO","Nonmetropolitan","Cassia",34,0,1,1,32,257,23,209,25,0,2019
"312","IDAHO","Nonmetropolitan","Clark",1,0,1,0,0,5,0,5,0,0,2019
"313","IDAHO","Nonmetropolitan","Custer",4,1,1,0,2,16,4,11,1,0,2019
"314","IDAHO","Nonmetropolitan","Elmore",29,1,3,0,25,55,7,38,10,2,2019
"315","IDAHO","Nonmetropolitan","Fremont",2,0,1,0,1,42,5,34,3,0,2019
"316","IDAHO","Nonmetropolitan","Gooding",19,1,2,0,16,41,11,19,11,0,2019
"317","IDAHO","Nonmetropolitan","Idaho",26,0,3,1,22,63,20,35,8,0,2019
"318","IDAHO","Nonmetropolitan","Latah",14,1,7,0,6,89,22,63,4,0,2019
"319","IDAHO","Nonmetropolitan","Lemhi",6,0,0,0,6,9,4,3,2,0,2019
"320","IDAHO","Nonmetropolitan","Lewis",5,0,0,0,5,49,11,29,9,0,2019
"321","IDAHO","Nonmetropolitan","Lincoln",17,0,2,0,15,26,9,15,2,0,2019
"322","IDAHO","Nonmetropolitan","Madison",22,0,7,0,15,54,12,34,8,0,2019
"323","IDAHO","Nonmetropolitan","Minidoka",12,0,1,0,11,82,21,53,8,0,2019
"324","IDAHO","Nonmetropolitan","Oneida",5,0,1,0,4,19,8,8,3,0,2019
"325","IDAHO","Nonmetropolitan","Payette",14,0,3,0,11,85,7,66,12,0,2019
"326","IDAHO","Nonmetropolitan","Shoshone",14,0,2,0,12,106,34,62,10,0,2019
"327","IDAHO","Nonmetropolitan","Teton",15,0,2,0,13,33,4,28,1,0,2019
"328","IDAHO","Nonmetropolitan","Valley",22,0,6,0,16,58,22,35,1,0,2019
"329","IDAHO","Nonmetropolitan","Washington",5,0,1,0,4,16,8,7,1,0,2019
"330","ILLINOIS","Metropolitan","Alexander",6,0,1,0,5,53,15,37,1,0,2019
"331","ILLINOIS","Metropolitan","Boone",27,0,12,1,14,146,34,103,9,0,2019
"332","ILLINOIS","Metropolitan","Champaign",48,0,24,9,15,405,130,251,24,1,2019
"333","ILLINOIS","Metropolitan","Clinton",9,0,1,1,7,73,12,58,3,0,2019
"334","ILLINOIS","Metropolitan","Cook",231,4,61,37,129,1035,156,745,134,11,2019
"335","ILLINOIS","Metropolitan","DeKalb",28,0,3,7,18,85,42,42,1,0,2019
"336","ILLINOIS","Metropolitan","DuPage",81,1,21,12,47,434,120,272,42,2,2019
"337","ILLINOIS","Metropolitan","Fulton",29,0,2,4,23,155,60,87,8,0,2019
"338","ILLINOIS","Metropolitan","Grundy",20,1,6,2,11,79,19,58,2,2,2019
"339","ILLINOIS","Metropolitan","Henry",6,0,0,0,6,51,11,36,4,0,2019
"340","ILLINOIS","Metropolitan","Jackson",29,0,8,1,20,299,115,163,21,0,2019
"341","ILLINOIS","Metropolitan","Jersey",25,0,15,0,10,115,37,67,11,0,2019
"342","ILLINOIS","Metropolitan","Johnson",26,0,2,1,23,93,29,50,14,0,2019
"343","ILLINOIS","Metropolitan","Kane",87,1,12,9,65,280,87,171,22,0,2019
"344","ILLINOIS","Metropolitan","Kankakee",56,1,9,8,38,250,80,151,19,6,2019
"345","ILLINOIS","Metropolitan","Kendall",52,0,19,7,26,225,27,193,5,1,2019
"346","ILLINOIS","Metropolitan","Lake",104,1,27,13,63,771,194,501,76,3,2019
"347","ILLINOIS","Metropolitan","Macon",38,0,5,3,30,282,60,210,12,3,2019
"348","ILLINOIS","Metropolitan","Macoupin",10,0,0,4,6,250,55,180,15,1,2019
"349","ILLINOIS","Metropolitan","Madison",126,0,22,8,96,1059,223,751,85,1,2019
"350","ILLINOIS","Metropolitan","Marshall",3,0,1,0,2,24,14,7,3,1,2019
"351","ILLINOIS","Metropolitan","McHenry",65,1,17,3,44,257,63,179,15,1,2019
"352","ILLINOIS","Metropolitan","McLean",30,0,12,1,17,117,27,77,13,3,2019
"353","ILLINOIS","Metropolitan","Menard",10,0,3,0,7,51,8,40,3,22,2019
"354","ILLINOIS","Metropolitan","Monroe",9,0,3,0,6,34,16,15,3,0,2019
"355","ILLINOIS","Metropolitan","Peoria",55,0,12,8,35,866,162,616,88,4,2019
"356","ILLINOIS","Metropolitan","Piatt",16,0,5,0,11,63,37,20,6,0,2019
"357","ILLINOIS","Metropolitan","Rock Island",54,0,17,2,35,222,53,154,15,1,2019
"358","ILLINOIS","Metropolitan","Sangamon",204,1,21,22,160,467,209,196,62,1,2019
"359","ILLINOIS","Metropolitan","Stark",9,0,0,0,9,33,18,12,3,0,2019
"360","ILLINOIS","Metropolitan","Vermilion",87,0,19,2,66,403,135,249,19,4,2019
"361","ILLINOIS","Metropolitan","Will",125,2,24,21,78,658,119,411,128,7,2019
"362","ILLINOIS","Metropolitan","Williamson",8,2,4,1,1,248,45,183,20,1,2019
"363","ILLINOIS","Metropolitan","Winnebago",123,3,27,9,84,517,161,314,42,4,2019
"364","ILLINOIS","Metropolitan","Woodford",24,5,3,1,15,104,37,62,5,1,2019
"365","ILLINOIS","Nonmetropolitan","Brown",1,0,0,0,1,10,2,8,0,0,2019
"366","ILLINOIS","Nonmetropolitan","Bureau",29,0,10,0,19,113,28,73,12,4,2019
"367","ILLINOIS","Nonmetropolitan","Carroll",9,0,1,0,8,21,8,12,1,1,2019
"368","ILLINOIS","Nonmetropolitan","Cass",2,0,0,0,2,30,9,20,1,0,2019
"369","ILLINOIS","Nonmetropolitan","Clay",5,0,0,0,5,43,17,19,7,1,2019
"370","ILLINOIS","Nonmetropolitan","Coles",16,0,5,0,11,98,21,66,11,1,2019
"371","ILLINOIS","Nonmetropolitan","Crawford",6,0,1,0,5,76,15,59,2,0,2019
"372","ILLINOIS","Nonmetropolitan","Cumberland",1,0,0,0,1,13,7,5,1,0,2019
"373","ILLINOIS","Nonmetropolitan","Douglas",8,0,2,0,6,30,13,15,2,0,2019
"374","ILLINOIS","Nonmetropolitan","Edgar",4,0,1,0,3,32,11,17,4,0,2019
"375","ILLINOIS","Nonmetropolitan","Effingham",16,0,0,0,16,107,23,69,15,0,2019
"376","ILLINOIS","Nonmetropolitan","Fayette",14,0,4,0,10,50,14,23,13,0,2019
"377","ILLINOIS","Nonmetropolitan","Ford",11,0,1,0,10,52,18,34,0,0,2019
"378","ILLINOIS","Nonmetropolitan","Franklin",14,0,0,0,14,217,56,151,10,0,2019
"379","ILLINOIS","Nonmetropolitan","Gallatin",5,0,0,0,5,38,8,23,7,0,2019
"380","ILLINOIS","Nonmetropolitan","Greene",9,0,0,0,9,20,4,15,1,1,2019
"381","ILLINOIS","Nonmetropolitan","Hamilton",7,0,3,0,4,42,6,33,3,0,2019
"382","ILLINOIS","Nonmetropolitan","Iroquois",19,3,2,0,14,142,48,74,20,1,2019
"383","ILLINOIS","Nonmetropolitan","Jasper",48,0,13,1,34,56,32,18,6,1,2019
"384","ILLINOIS","Nonmetropolitan","Jefferson",59,0,4,2,53,286,102,156,28,4,2019
"385","ILLINOIS","Nonmetropolitan","Jo Daviess",6,0,2,1,3,74,27,43,4,0,2019
"386","ILLINOIS","Nonmetropolitan","Knox",51,0,9,0,42,171,72,81,18,1,2019
"387","ILLINOIS","Nonmetropolitan","La Salle",33,0,12,0,21,167,45,110,12,2,2019
"388","ILLINOIS","Nonmetropolitan","Lee",21,0,0,0,21,81,11,63,7,1,2019
"389","ILLINOIS","Nonmetropolitan","Livingston",28,0,8,2,18,96,33,57,6,1,2019
"390","ILLINOIS","Nonmetropolitan","Logan",11,0,1,0,10,63,29,31,3,0,2019
"391","ILLINOIS","Nonmetropolitan","Marion",43,1,10,4,28,202,100,86,16,0,2019
"392","ILLINOIS","Nonmetropolitan","Mason",12,0,2,0,10,85,16,66,3,1,2019
"393","ILLINOIS","Nonmetropolitan","McDonough",8,0,0,0,8,19,9,9,1,0,2019
"394","ILLINOIS","Nonmetropolitan","Montgomery",42,0,5,0,37,133,51,79,3,1,2019
"395","ILLINOIS","Nonmetropolitan","Morgan",11,0,3,2,6,108,57,45,6,0,2019
"396","ILLINOIS","Nonmetropolitan","Moultrie",8,0,2,0,6,38,15,20,3,0,2019
"397","ILLINOIS","Nonmetropolitan","Ogle",13,0,0,0,13,149,46,101,2,0,2019
"398","ILLINOIS","Nonmetropolitan","Perry",7,0,3,0,4,67,26,37,4,0,2019
"399","ILLINOIS","Nonmetropolitan","Pike",15,0,6,1,8,37,14,22,1,0,2019
"400","ILLINOIS","Nonmetropolitan","Putnam",1,0,0,0,1,19,5,14,0,0,2019
"401","ILLINOIS","Nonmetropolitan","Randolph",4,0,1,0,3,18,5,12,1,0,2019
"402","ILLINOIS","Nonmetropolitan","Schuyler",3,0,0,0,3,14,0,14,0,0,2019
"403","ILLINOIS","Nonmetropolitan","Scott",0,0,0,0,0,15,5,6,4,0,2019
"404","ILLINOIS","Nonmetropolitan","Shelby",1,0,1,0,0,49,16,33,0,0,2019
"405","ILLINOIS","Nonmetropolitan","Stephenson",36,2,13,1,20,87,21,62,4,1,2019
"406","ILLINOIS","Nonmetropolitan","Wabash",0,0,0,0,0,2,1,1,0,0,2019
"407","ILLINOIS","Nonmetropolitan","Wayne",15,0,4,1,10,108,40,56,12,0,2019
"408","ILLINOIS","Nonmetropolitan","Whiteside",17,1,8,0,8,79,36,37,6,0,2019
"409","INDIANA","Metropolitan","Allen",184,2,36,29,117,642,128,436,78,1,2019
"410","INDIANA","Metropolitan","Bartholomew",51,0,18,2,31,402,75,287,40,NA,2019
"411","INDIANA","Metropolitan","Floyd",16,2,1,1,12,281,37,200,44,NA,2019
"412","INDIANA","Metropolitan","Franklin",4,0,0,0,4,137,30,89,18,0,2019
"413","INDIANA","Metropolitan","Hancock",60,0,2,5,53,233,50,145,38,1,2019
"414","INDIANA","Metropolitan","Howard",56,0,3,4,49,126,29,86,11,NA,2019
"415","INDIANA","Metropolitan","La Porte",57,1,2,10,44,416,130,233,53,1,2019
"416","INDIANA","Metropolitan","Madison",37,0,16,6,15,369,95,249,25,3,2019
"417","INDIANA","Metropolitan","Porter",38,2,10,2,24,350,77,248,25,NA,2019
"418","INDIANA","Metropolitan","Shelby",58,1,4,3,50,154,46,90,18,2,2019
"419","INDIANA","Metropolitan","Tippecanoe",41,1,12,6,22,500,120,344,36,3,2019
"420","INDIANA","Metropolitan","Vanderburgh",51,1,9,4,37,482,61,399,22,1,2019
"421","INDIANA","Metropolitan","Vigo",218,0,11,10,197,NA,190,NA,91,10,2019
"422","INDIANA","Metropolitan","Warrick",88,2,6,6,74,508,84,386,38,0,2019
"423","INDIANA","Nonmetropolitan","Blackford",8,1,0,1,6,16,5,11,0,1,2019
"424","INDIANA","Nonmetropolitan","Clinton",19,1,6,0,12,175,47,121,7,0,2019
"425","INDIANA","Nonmetropolitan","Gibson",32,0,7,0,25,116,23,81,12,1,2019
"426","INDIANA","Nonmetropolitan","Grant",36,0,4,1,31,254,89,158,7,0,2019
"427","INDIANA","Nonmetropolitan","Jackson",12,0,1,0,11,277,67,189,21,NA,2019
"428","INDIANA","Nonmetropolitan","Jay",7,1,0,0,6,53,4,43,6,NA,2019
"429","INDIANA","Nonmetropolitan","Jennings",10,3,5,0,2,89,70,19,0,1,2019
"430","INDIANA","Nonmetropolitan","Lawrence",27,0,1,10,16,142,55,53,34,NA,2019
"431","INDIANA","Nonmetropolitan","Pulaski",41,0,2,2,37,118,23,83,12,0,2019
"432","INDIANA","Nonmetropolitan","Scott",6,0,4,0,2,219,70,144,5,1,2019
"433","INDIANA","Nonmetropolitan","Starke",36,1,1,3,31,196,38,137,21,0,2019
"434","INDIANA","Nonmetropolitan","Steuben",12,0,4,0,8,322,63,207,52,1,2019
"435","INDIANA","Nonmetropolitan","Wayne",6,1,3,0,2,147,37,92,18,NA,2019
"436","INDIANA","Nonmetropolitan","White",12,0,0,0,12,44,20,19,5,NA,2019
"437","IOWA","Metropolitan","Black Hawk",20,0,0,0,20,123,58,48,17,1,2019
"438","IOWA","Metropolitan","Boone",17,0,0,0,17,48,13,27,8,1,2019
"439","IOWA","Metropolitan","Bremer",4,0,2,0,2,24,14,9,1,0,2019
"440","IOWA","Metropolitan","Dubuque",13,1,7,0,5,114,30,68,16,0,2019
"441","IOWA","Metropolitan","Grundy",7,0,0,0,7,63,40,18,5,1,2019
"442","IOWA","Metropolitan","Guthrie",2,0,0,0,2,45,19,23,3,0,2019
"443","IOWA","Metropolitan","Harrison",7,0,0,0,7,43,12,25,6,2,2019
"444","IOWA","Metropolitan","Jasper",6,0,2,0,4,44,20,17,7,0,2019
"445","IOWA","Metropolitan","Johnson",65,0,8,1,56,196,60,116,20,4,2019
"446","IOWA","Metropolitan","Madison",2,0,0,0,2,26,14,11,1,0,2019
"447","IOWA","Metropolitan","Mills",17,0,1,0,16,98,28,53,17,2,2019
"448","IOWA","Metropolitan","Polk",112,0,14,9,89,822,211,486,125,4,2019
"449","IOWA","Metropolitan","Pottawattamie",57,1,7,3,46,251,54,173,24,4,2019
"450","IOWA","Metropolitan","Scott",40,2,6,0,32,170,53,100,17,0,2019
"451","IOWA","Metropolitan","Story",13,1,3,0,9,105,43,46,16,1,2019
"452","IOWA","Metropolitan","Warren",54,0,7,0,47,136,37,82,17,4,2019
"453","IOWA","Metropolitan","Washington",35,0,2,0,33,61,25,27,9,0,2019
"454","IOWA","Metropolitan","Woodbury",22,0,3,0,19,186,98,78,10,0,2019
"455","IOWA","Nonmetropolitan","Adair",0,0,0,0,0,24,7,14,3,0,2019
"456","IOWA","Nonmetropolitan","Adams",3,0,0,0,3,20,8,10,2,0,2019
"457","IOWA","Nonmetropolitan","Allamakee",7,0,1,0,6,20,5,13,2,0,2019
"458","IOWA","Nonmetropolitan","Appanoose",8,0,0,0,8,70,24,30,16,1,2019
"459","IOWA","Nonmetropolitan","Buchanan",33,0,8,0,25,115,41,57,17,5,2019
"460","IOWA","Nonmetropolitan","Buena Vista",12,0,1,0,11,41,29,10,2,0,2019
"461","IOWA","Nonmetropolitan","Butler",7,0,4,0,3,25,15,6,4,1,2019
"462","IOWA","Nonmetropolitan","Calhoun",8,0,0,0,8,31,12,14,5,1,2019
"463","IOWA","Nonmetropolitan","Cass",10,1,2,0,7,38,6,25,7,0,2019
"464","IOWA","Nonmetropolitan","Cedar",12,0,2,0,10,43,14,24,5,1,2019
"465","IOWA","Nonmetropolitan","Cerro Gordo",10,0,2,0,8,98,26,53,19,0,2019
"466","IOWA","Nonmetropolitan","Cherokee",2,0,1,0,1,12,7,5,0,0,2019
"467","IOWA","Nonmetropolitan","Chickasaw",10,0,1,0,9,29,9,15,5,0,2019
"468","IOWA","Nonmetropolitan","Clarke",7,0,2,0,5,36,11,16,9,1,2019
"469","IOWA","Nonmetropolitan","Clay",13,0,1,0,12,11,7,3,1,0,2019
"470","IOWA","Nonmetropolitan","Clayton",11,0,7,0,4,41,11,27,3,0,2019
"471","IOWA","Nonmetropolitan","Clinton",17,0,6,1,10,92,25,61,6,0,2019
"472","IOWA","Nonmetropolitan","Crawford",3,0,0,0,3,3,0,2,1,1,2019
"473","IOWA","Nonmetropolitan","Davis",4,0,0,0,4,1,0,1,0,0,2019
"474","IOWA","Nonmetropolitan","Delaware",4,0,3,0,1,46,7,30,9,2,2019
"475","IOWA","Nonmetropolitan","Des Moines",14,0,1,0,13,118,70,46,2,0,2019
"476","IOWA","Nonmetropolitan","Dickinson",5,0,0,0,5,29,12,13,4,0,2019
"477","IOWA","Nonmetropolitan","Emmet",0,0,0,0,0,7,0,5,2,0,2019
"478","IOWA","Nonmetropolitan","Franklin",0,0,0,0,0,1,0,0,1,0,2019
"479","IOWA","Nonmetropolitan","Fremont",11,0,2,1,8,43,16,22,5,1,2019
"480","IOWA","Nonmetropolitan","Hamilton",6,0,0,0,6,54,28,19,7,0,2019
"481","IOWA","Nonmetropolitan","Hancock",6,0,2,0,4,31,17,14,0,0,2019
"482","IOWA","Nonmetropolitan","Hardin",11,0,4,0,7,83,36,38,9,0,2019
"483","IOWA","Nonmetropolitan","Henry",20,0,0,0,20,69,20,46,3,2,2019
"484","IOWA","Nonmetropolitan","Howard",0,0,0,0,0,35,20,12,3,0,2019
"485","IOWA","Nonmetropolitan","Humboldt",0,0,0,0,0,41,11,28,2,1,2019
"486","IOWA","Nonmetropolitan","Ida",10,0,2,0,8,68,17,44,7,0,2019
"487","IOWA","Nonmetropolitan","Iowa",8,0,0,0,8,55,12,31,12,0,2019
"488","IOWA","Nonmetropolitan","Jackson",3,0,0,0,3,23,6,12,5,0,2019
"489","IOWA","Nonmetropolitan","Jefferson",2,0,1,0,1,26,11,12,3,0,2019
"490","IOWA","Nonmetropolitan","Kossuth",6,3,3,0,0,32,22,8,2,0,2019
"491","IOWA","Nonmetropolitan","Lee",15,0,2,0,13,108,42,49,17,0,2019
"492","IOWA","Nonmetropolitan","Louisa",23,0,6,0,17,58,18,35,5,0,2019
"493","IOWA","Nonmetropolitan","Lucas",12,0,2,2,8,68,29,34,5,0,2019
"494","IOWA","Nonmetropolitan","Lyon",11,0,2,0,9,57,21,26,10,0,2019
"495","IOWA","Nonmetropolitan","Mahaska",23,0,1,0,22,64,22,31,11,0,2019
"496","IOWA","Nonmetropolitan","Marion",19,0,10,0,9,44,12,28,4,0,2019
"497","IOWA","Nonmetropolitan","Marshall",42,0,3,0,39,94,31,49,14,3,2019
"498","IOWA","Nonmetropolitan","Mitchell",0,0,0,0,0,5,2,3,0,0,2019
"499","IOWA","Nonmetropolitan","Monona",16,0,1,0,15,37,15,15,7,0,2019
"500","IOWA","Nonmetropolitan","Monroe",5,0,3,0,2,20,5,8,7,0,2019
"501","IOWA","Nonmetropolitan","Muscatine",21,1,7,1,12,56,29,20,7,0,2019
"502","IOWA","Nonmetropolitan","O'Brien",21,0,5,0,16,57,12,41,4,1,2019
"503","IOWA","Nonmetropolitan","Osceola",14,0,1,0,13,73,14,57,2,0,2019
"504","IOWA","Nonmetropolitan","Page",3,0,1,0,2,26,9,11,6,0,2019
"505","IOWA","Nonmetropolitan","Palo Alto",15,0,2,0,13,48,23,21,4,0,2019
"506","IOWA","Nonmetropolitan","Plymouth",13,0,3,0,10,45,15,23,7,0,2019
"507","IOWA","Nonmetropolitan","Ringgold",4,0,0,0,4,21,4,16,1,0,2019
"508","IOWA","Nonmetropolitan","Sac",6,0,1,0,5,32,10,20,2,1,2019
"509","IOWA","Nonmetropolitan","Shelby",3,0,0,0,3,14,6,7,1,1,2019
"510","IOWA","Nonmetropolitan","Sioux",7,0,3,0,4,50,12,35,3,0,2019
"511","IOWA","Nonmetropolitan","Tama",23,0,1,0,22,57,22,23,12,0,2019
"512","IOWA","Nonmetropolitan","Taylor",8,0,0,0,8,14,3,8,3,1,2019
"513","IOWA","Nonmetropolitan","Union",4,0,0,0,4,46,14,28,4,0,2019
"514","IOWA","Nonmetropolitan","Van Buren",4,0,0,0,4,58,24,31,3,0,2019
"515","IOWA","Nonmetropolitan","Wapello",25,0,2,0,23,91,33,45,13,2,2019
"516","IOWA","Nonmetropolitan","Wayne",8,0,0,0,8,28,13,12,3,1,2019
"517","IOWA","Nonmetropolitan","Webster",27,0,4,0,23,113,41,59,13,2,2019
"518","IOWA","Nonmetropolitan","Winneshiek",9,0,2,0,7,12,1,8,3,0,2019
"519","IOWA","Nonmetropolitan","Worth",6,0,1,0,5,27,7,19,1,0,2019
"520","IOWA","Nonmetropolitan","Wright",4,0,1,0,3,21,4,14,3,1,2019
"521","KANSAS","Metropolitan","Butler",49,0,12,1,36,301,61,201,39,3,2019
"522","KANSAS","Metropolitan","Doniphan",1,0,0,0,1,8,3,4,1,0,2019
"523","KANSAS","Metropolitan","Geary",15,1,1,0,13,32,8,19,5,0,2019
"524","KANSAS","Metropolitan","Harvey",11,0,0,1,10,24,12,11,1,0,2019
"525","KANSAS","Metropolitan","Jackson",15,0,3,0,12,122,17,96,9,1,2019
"526","KANSAS","Metropolitan","Jefferson",33,0,11,1,21,224,25,164,35,1,2019
"527","KANSAS","Metropolitan","Johnson",50,0,10,2,38,220,24,163,33,1,2019
"528","KANSAS","Metropolitan","Linn",13,1,2,0,10,86,26,52,8,1,2019
"529","KANSAS","Metropolitan","Osage",14,0,1,1,12,NA,NA,31,10,1,2019
"530","KANSAS","Metropolitan","Pottawatomie",27,0,5,1,21,177,42,111,24,4,2019
"531","KANSAS","Metropolitan","Riley County Police Department",263,1,32,21,209,NA,NA,998,105,13,2019
"532","KANSAS","Metropolitan","Sedgwick",94,2,21,3,68,205,61,109,35,3,2019
"533","KANSAS","Metropolitan","Shawnee",87,1,8,3,75,958,250,589,119,2,2019
"534","KANSAS","Metropolitan","Sumner",12,0,2,2,8,156,65,75,16,3,2019
"535","KANSAS","Metropolitan","Wabaunsee",14,0,2,0,12,77,29,45,3,2,2019
"536","KANSAS","Metropolitan","Wyandotte",21,0,4,2,15,92,6,82,4,0,2019
"537","KANSAS","Nonmetropolitan","Allen",14,0,3,0,11,51,22,22,7,0,2019
"538","KANSAS","Nonmetropolitan","Anderson",8,0,0,0,8,31,13,14,4,0,2019
"539","KANSAS","Nonmetropolitan","Barber",6,0,0,1,5,19,4,13,2,0,2019
"540","KANSAS","Nonmetropolitan","Barton",20,1,3,0,16,69,15,52,2,0,2019
"541","KANSAS","Nonmetropolitan","Bourbon",10,0,0,0,10,33,7,19,7,1,2019
"542","KANSAS","Nonmetropolitan","Brown",5,0,0,0,5,16,5,8,3,0,2019
"543","KANSAS","Nonmetropolitan","Clark",3,0,0,0,3,14,1,13,0,0,2019
"544","KANSAS","Nonmetropolitan","Clay",2,0,0,1,1,5,0,5,0,0,2019
"545","KANSAS","Nonmetropolitan","Cowley",30,0,8,0,22,125,45,67,13,1,2019
"546","KANSAS","Nonmetropolitan","Crawford",22,1,2,1,18,157,1,125,31,2,2019
"547","KANSAS","Nonmetropolitan","Dickinson",23,0,2,0,21,106,33,64,9,1,2019
"548","KANSAS","Nonmetropolitan","Edwards",0,0,0,0,0,15,5,9,1,0,2019
"549","KANSAS","Nonmetropolitan","Ellis",14,0,0,2,12,32,10,20,2,1,2019
"550","KANSAS","Nonmetropolitan","Ellsworth",8,0,1,0,7,47,26,16,5,1,2019
"551","KANSAS","Nonmetropolitan","Finney",28,1,5,2,20,135,28,83,24,1,2019
"552","KANSAS","Nonmetropolitan","Ford",13,0,0,0,13,59,15,34,10,0,2019
"553","KANSAS","Nonmetropolitan","Franklin",52,0,6,1,45,155,54,81,20,4,2019
"554","KANSAS","Nonmetropolitan","Gove",4,0,2,0,2,7,2,4,1,0,2019
"555","KANSAS","Nonmetropolitan","Grant",2,0,0,0,2,13,5,7,1,0,2019
"556","KANSAS","Nonmetropolitan","Gray",4,0,2,0,2,42,6,33,3,0,2019
"557","KANSAS","Nonmetropolitan","Greenwood",25,0,4,0,21,72,18,46,8,1,2019
"558","KANSAS","Nonmetropolitan","Hamilton",9,0,1,1,7,21,3,16,2,0,2019
"559","KANSAS","Nonmetropolitan","Haskell",0,0,0,0,0,22,5,15,2,0,2019
"560","KANSAS","Nonmetropolitan","Jewell",2,0,1,0,1,16,10,5,1,0,2019
"561","KANSAS","Nonmetropolitan","Kearny",12,0,3,0,9,74,14,55,5,0,2019
"562","KANSAS","Nonmetropolitan","Kingman",3,0,0,0,3,30,8,19,3,0,2019
"563","KANSAS","Nonmetropolitan","Kiowa",3,0,0,0,3,18,9,8,1,0,2019
"564","KANSAS","Nonmetropolitan","Labette",6,0,0,0,6,55,22,29,4,0,2019
"565","KANSAS","Nonmetropolitan","Logan",1,0,0,0,1,10,0,9,1,0,2019
"566","KANSAS","Nonmetropolitan","Lyon",17,0,7,0,10,57,18,36,3,0,2019
"567","KANSAS","Nonmetropolitan","Marion",9,0,1,0,8,40,17,17,6,0,2019
"568","KANSAS","Nonmetropolitan","McPherson",14,0,1,0,13,37,15,20,2,0,2019
"569","KANSAS","Nonmetropolitan","Mitchell",2,0,0,0,2,29,12,12,5,0,2019
"570","KANSAS","Nonmetropolitan","Montgomery",27,0,2,1,24,NA,NA,76,17,3,2019
"571","KANSAS","Nonmetropolitan","Morris",7,0,0,0,7,21,8,10,3,0,2019
"572","KANSAS","Nonmetropolitan","Nemaha",5,0,0,0,5,51,4,39,8,1,2019
"573","KANSAS","Nonmetropolitan","Neosho",8,0,1,0,7,30,13,14,3,1,2019
"574","KANSAS","Nonmetropolitan","Ness",8,0,0,0,8,18,5,11,2,0,2019
"575","KANSAS","Nonmetropolitan","Osborne",1,0,0,0,1,26,14,10,2,0,2019
"576","KANSAS","Nonmetropolitan","Phillips",5,0,0,0,5,5,2,2,1,0,2019
"577","KANSAS","Nonmetropolitan","Pratt",5,0,1,0,4,20,13,5,2,0,2019
"578","KANSAS","Nonmetropolitan","Reno",32,0,4,0,28,178,64,96,18,0,2019
"579","KANSAS","Nonmetropolitan","Rice",4,0,0,0,4,28,3,20,5,0,2019
"580","KANSAS","Nonmetropolitan","Rooks",3,1,1,0,1,16,5,10,1,1,2019
"581","KANSAS","Nonmetropolitan","Rush",11,0,0,1,10,31,11,18,2,0,2019
"582","KANSAS","Nonmetropolitan","Russell",5,0,1,0,4,40,13,22,5,0,2019
"583","KANSAS","Nonmetropolitan","Seward",4,1,0,0,3,19,6,8,5,2,2019
"584","KANSAS","Nonmetropolitan","Thomas",4,0,0,0,4,19,2,15,2,0,2019
"585","KANSAS","Nonmetropolitan","Washington",3,0,0,0,3,5,3,0,2,0,2019
"586","KANSAS","Nonmetropolitan","Wichita",4,0,0,0,4,5,1,3,1,0,2019
"587","KANSAS","Nonmetropolitan","Wilson",10,0,2,0,8,47,14,28,5,1,2019
"588","KANSAS","Nonmetropolitan","Woodson",1,0,0,0,1,19,7,11,1,0,2019
"589","KENTUCKY","Metropolitan","Allen",8,0,2,1,5,86,38,37,11,2,2019
"590","KENTUCKY","Metropolitan","Boone",66,0,24,15,27,817,152,553,112,5,2019
"591","KENTUCKY","Metropolitan","Bourbon",3,0,1,0,2,55,16,31,8,0,2019
"592","KENTUCKY","Metropolitan","Boyd",20,0,5,0,15,181,67,94,20,0,2019
